Year,Country,Drought,Extreme temperature,Flood,Landslide,Storm,Total Disasters,Wildfire,Sea Level,Carbon stocks in forests,Forest area,Index of carbon stocks in forests,Index of forest extent,Land area,Share of forest area,Artificial surfaces (including urban and associated areas): Climate altering,Climate Altering Land Cover Index: Climate altering,Grassland: Climate regulating,Herbaceous crops: Climate altering,Inland water bodies: Climate regulating,Mangroves: Climate regulating,Permanent snow and glaciers: Climate regulating,Shrub-covered areas: Climate regulating,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded: Climate regulating",Sparsely natural vegetated areas: Climate neutral,Terrestrial barren land: Climate neutral,Tree-covered areas: Climate regulating,Woody crops: Climate regulating,Temperature
2011,7,0.0,0.0,2.0,1.0,0.0,4.0,0.0,18.541632653061225,6848.18,60673.164,94.04707289,94.04707335,110950.0,54.68514105,172.75,112.545092,16953.93,4677.65,1410.93,374.07,6.7,7396.61,2435.77,532.76,25.06,75164.24,5376.64,0.491
2012,7,0.0,0.0,3.0,0.0,0.0,2.0,0.0,35.531594202898546,6832.9848,60538.538,93.83839496,93.83839491,110950.0,54.56380171,176.27,108.2793574,16952.58,4490.29,1404.87,376.66,6.7,7394.43,2437.94,533.01,25.05,75171.06,5558.3,0.711
2013,7,0.0,0.0,1.0,0.0,0.0,7.0,0.0,30.60801801801802,6817.7895,60403.912,93.62971564,93.62971647,110950.0,54.44246237,182.32,100.2438925,16946.47,4137.93,1393.54,376.15,6.7,7384.01,2446.02,532.94,25.02,75207.52,5888.48,0.839
2014,7,0.0,0.0,4.0,0.0,1.0,2.0,0.0,49.58643835616439,6802.5943,60269.286,93.42103771,93.42103803,110950.0,54.32112303,188.39,101.6639854,16910.45,4193.06,1373.09,375.11,6.7,7339.21,2461.44,540.34,25.44,75339.94,5773.87,0.821
2015,7,1.0,0.0,1.0,1.0,0.0,6.0,1.0,63.56675675675675,6787.3991,60134.66,93.21235977,93.21235959,110950.0,54.19978369,192.08,100.0,16909.38,4117.66,1373.01,375.09,6.7,7338.58,2461.34,540.29,25.41,75340.18,5847.41,1.276
2016,7,0.0,0.0,2.0,0.0,0.0,6.0,0.0,65.07549999999999,6767.6276,59959.49,92.94083482,92.94083549,110950.0,54.04190176,192.33,104.8518191,16902.61,4326.51,1373.58,375.16,6.7,7374.29,2462.19,540.64,25.52,75292.69,5654.89,1.109
2017,7,0.0,0.0,4.0,2.0,1.0,3.0,0.0,46.885784313725495,6742.8278,59739.77,92.60025549,92.60025621,110950.0,53.84386661,197.4,111.0807245,16900.56,4589.89,1373.92,375.05,6.7,7382.42,2463.89,540.4,25.64,75261.83,5409.42,0.774
2018,7,0.0,0.0,2.0,0.0,0.0,3.0,0.0,58.27121621621621,6720.334,59540.48,92.29134479,92.29134465,110950.0,53.66424516,201.04,113.6923009,16893.85,4698.8,1373.72,374.97,6.7,7373.47,2467.48,541.12,25.78,75266.92,5303.22,0.977
2019,7,0.0,0.0,5.0,1.0,0.0,3.0,0.0,74.33337837837838,6697.8412,59341.2,91.98244783,91.9824486,110950.0,53.48463272,206.68,111.4160505,16890.13,4595.06,1373.62,374.99,6.7,7378.44,2473.77,540.93,26.32,75211.6,5448.84,1.278
2020,7,0.0,0.0,3.0,1.0,2.0,1.0,0.0,72.69337837837838,6675.3474,59141.91,91.67353713,91.67353705,110950.0,53.30501127,206.74,109.7572653,16888.12,4523.59,1375.73,374.07,6.77,7392.73,2477.88,541.38,26.4,75169.04,5546.55,1.338
1992,8,0.0,0.0,1.0,0.0,2.0,3.0,0.0,21.851666666666663,980.9054,14606.4,100.0,100.0,54756.6,26.67514053,648.98,98.32552342,11031.96,24436.27,439.81,0.0,25.03,1370.19,165.12,247.72,207.93,14636.43,1649.36,0.64
1993,8,0.0,0.0,1.0,0.0,2.0,3.0,0.0,-20.444901960784318,989.1958,14691.6,100.8451783,100.5833059,54756.6,26.83073821,664.85,98.43266553,11032.29,24447.73,439.7,0.0,25.03,1370.02,164.98,247.2,207.88,14638.01,1621.1,0.31
1994,8,0.0,0.0,3.0,0.0,0.0,2.0,0.0,-15.544901960784314,997.4861,14776.8,101.6903465,101.1666119,54756.6,26.98633589,680.84,98.49065848,11032.62,24446.54,439.59,0.0,25.03,1369.83,164.87,246.71,207.84,14639.9,1605.03,1.532
1995,8,0.0,0.0,0.0,0.0,1.0,8.0,0.0,-4.9766315789473685,1005.7764,14862.0,102.5355146,101.7499178,54756.6,27.14193358,697.89,98.7312405,11058.47,24490.85,439.43,0.0,25.03,1359.69,164.62,245.35,208.25,14586.1,1583.08,1.315
1996,8,0.0,0.0,2.0,0.0,1.0,7.0,0.0,-9.6052,1014.0667,14947.2,103.3806828,102.3332238,54756.6,27.29753126,714.99,98.75869291,11051.98,24480.74,441.03,0.0,25.03,1347.0,164.42,253.64,214.64,14601.48,1563.78,0.179
1997,8,1.0,1.0,0.0,0.0,0.0,7.0,1.0,5.067070707070708,1022.357,15032.4,104.2258509,102.9165297,54756.6,27.45312894,732.1,98.81382769,11049.82,24477.71,440.76,0.0,25.03,1337.44,164.3,254.14,215.14,14620.51,1541.81,1.229
1998,8,0.0,0.0,0.0,1.0,1.0,5.0,0.0,3.6185858585858592,1030.6474,15117.6,105.0710293,103.4998357,54756.6,27.60872662,752.26,99.00166079,11116.93,24505.48,440.81,0.0,25.03,1348.93,164.27,256.42,215.74,14502.49,1530.42,0.938
1999,8,0.0,0.0,3.0,1.0,3.0,6.0,1.0,-0.6713131313131312,1038.9377,15202.8,105.9161974,104.0831416,54756.6,27.7643243,773.06,99.2202962,11222.46,24540.45,440.33,0.0,25.03,1356.58,164.33,260.02,218.02,14328.94,1529.54,1.197
2000,8,0.0,0.0,6.0,0.0,1.0,1.0,0.0,-2.6331372549019605,1047.228,15288.0,106.7613656,104.6664476,54756.7,27.91987099,794.71,99.32452288,11266.21,24545.4,440.36,0.0,25.03,1371.39,164.16,260.73,218.41,14246.92,1525.46,1.173
2001,8,0.0,0.0,5.0,0.0,2.0,5.0,0.0,4.062075471698114,1066.797,15401.1,108.7563592,105.4407657,54756.7,28.12642106,872.28,99.43167111,11286.77,24495.18,439.63,0.0,25.03,1378.68,164.09,259.53,218.62,14203.97,1515.03,1.393
2002,8,0.0,0.0,3.0,0.0,2.0,3.0,0.0,10.628537735849056,1086.3661,15514.2,110.751363,106.2150838,54756.7,28.33297112,958.04,99.50080505,11307.32,24427.03,439.4,0.0,25.03,1385.5,163.64,258.06,218.39,14176.14,1500.2,1.055
2003,8,0.0,1.0,2.0,0.0,2.0,3.0,1.0,20.11639269406393,1105.9351,15627.3,112.7463566,106.9894019,54786.7,28.52389357,1063.18,99.57120501,11330.25,24339.86,439.27,0.0,25.03,1392.17,163.05,257.4,218.14,14150.52,1479.9,1.8
2004,8,0.0,0.0,0.0,0.0,1.0,4.0,0.0,14.468101851851852,1125.5041,15740.4,114.7413502,107.76372,54756.7,28.74607126,1187.5,99.58750789,11351.5,24219.69,438.98,0.0,25.03,1405.75,162.62,256.82,218.12,14128.06,1464.68,0.974
2005,8,0.0,2.0,2.0,0.0,0.0,4.0,1.0,9.212564102564103,1145.0731,15853.5,116.7363438,108.5380381,54755.7,28.95315008,1206.89,99.60803739,11350.25,24205.57,438.63,0.0,25.03,1406.11,162.7,256.31,217.77,14126.76,1462.8,1.021
2006,8,0.0,1.0,0.0,0.0,2.0,4.0,0.0,16.41,1164.6422,15966.6,118.7313476,109.3123562,54755.7,29.15970392,1221.27,99.63182394,11356.76,24197.24,438.07,0.0,25.03,1406.6,162.54,256.02,217.69,14130.66,1446.9,1.312
2007,8,0.0,0.0,0.0,0.0,3.0,2.0,0.0,20.25054054054054,1184.2112,16079.7,120.7263412,110.0866743,54755.7,29.36625776,1235.64,99.67418011,11344.31,24193.69,437.4,0.0,25.03,1406.81,162.78,255.64,217.86,14161.2,1418.45,1.407
2008,8,0.0,1.0,0.0,0.0,3.0,1.0,0.0,23.8074375,1203.7802,16192.8,122.7213348,110.8609924,54755.7,29.5728116,1251.97,99.63602372,11325.86,24167.63,436.8,0.0,25.03,1403.66,162.83,255.54,217.69,14221.05,1390.76,0.991
2009,8,0.0,2.0,0.0,0.0,1.0,3.0,1.0,18.509681818181814,1223.3493,16305.9,124.7163386,111.6353105,54755.7,29.77936544,1261.19,99.7253049,11327.2,24181.16,436.52,0.0,25.03,1416.65,162.84,255.82,217.45,14214.33,1360.57,1.207
2010,8,0.0,1.0,1.0,0.0,2.0,7.0,0.0,29.34647058823529,1242.9183,16419.0,126.7113322,112.4096287,54755.7,29.98591927,1270.1,99.88813305,11367.1,24213.81,435.99,0.0,25.03,1467.21,163.39,255.83,217.23,14105.31,1337.8,0.391
2011,8,0.0,0.0,1.0,0.0,1.0,3.0,0.0,26.68672727272727,1261.0169,16502.4,128.5564235,112.9806112,54755.7,30.13823218,1278.27,99.92527316,11378.77,24215.12,435.68,0.0,25.03,1483.03,163.41,255.69,217.19,14072.0,1334.62,1.526
2012,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,25.99028985507246,1279.1155,16585.8,130.4015148,113.5515938,54755.7,30.29054509,1290.21,99.9536879,11382.46,24210.42,435.49,0.0,25.03,1486.05,163.12,255.62,217.15,14063.91,1329.33,1.212
2013,8,0.0,0.0,1.0,0.0,2.0,3.0,0.0,21.64269461077844,1297.214,16669.2,132.2465958,114.1225764,54755.7,30.442858,1302.19,99.96716601,11382.71,24201.86,435.4,0.0,25.03,1485.07,162.71,255.54,217.11,14073.66,1317.47,0.705
2014,8,0.0,0.0,3.0,0.0,4.0,7.0,0.0,32.150370370370375,1315.3126,16752.6,134.0916871,114.693559,54755.7,30.59517091,1317.91,99.9156518,11393.87,24173.03,435.47,0.0,25.03,1497.69,162.05,256.11,217.28,14068.16,1312.22,2.036
2015,8,0.0,1.0,1.0,0.0,1.0,9.0,0.0,41.94621621621621,1333.4112,16836.0,135.9367784,115.2645416,54755.7,30.74748382,1327.12,100.0,11393.45,24185.33,435.31,0.0,25.03,1497.35,161.98,256.11,217.21,14069.02,1290.89,1.586
2016,8,0.0,0.0,1.0,0.0,0.0,7.0,0.0,52.97071428571429,1351.8601,16919.4,137.8175816,115.8355242,54755.7,30.89979673,1331.86,99.84380455,11385.81,24140.75,435.31,0.0,25.03,1504.41,161.33,256.15,217.49,14095.9,1304.78,1.764
2017,8,0.0,0.0,1.0,0.0,1.0,1.0,1.0,48.6159477124183,1370.4257,17002.8,139.7102819,116.4065067,54755.7,31.05210964,1337.99,99.78167522,11377.89,24118.76,435.34,0.0,25.03,1507.24,160.98,254.67,217.04,14118.4,1305.46,1.764
2018,8,0.0,2.0,2.0,0.0,3.0,2.0,0.0,58.78270270270271,1389.1081,17086.2,141.6148897,116.9774893,54755.7,31.20442255,1341.78,99.58259595,11382.56,24064.18,435.5,0.0,25.03,1519.14,159.12,254.11,215.93,14126.17,1335.28,2.007
2019,8,0.0,2.0,2.0,0.0,5.0,1.0,0.0,63.18810810810811,1407.9072,17169.6,143.5313946,117.5484719,54755.7,31.35673546,1345.11,99.37185422,11406.75,24007.08,435.57,0.0,25.03,1539.05,157.68,255.17,215.86,14128.73,1342.76,1.968
2020,8,0.0,1.0,3.0,0.0,3.0,0.0,0.0,74.1472072072072,1425.0978,17253.0,145.2839183,118.1194545,54755.7,31.50904837,1345.19,99.33673984,11414.87,23998.12,435.74,0.0,25.11,1549.69,158.14,255.05,215.74,14106.17,1355.14,2.494
1992,9,1.0,0.0,0.0,0.0,0.0,4.0,0.0,11.2675,21.0992,382.466,100.0,100.0,2756.0,13.8775762,13.37,95.2517202,1471.77,283.9,42.67,12.46,0.0,52.56,294.17,5.85,0.02,432.38,109.19,0.423
1993,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-15.53470588235294,21.0802,382.239,99.90994919,99.94064832,2756.0,13.86933962,13.61,95.30939608,1471.78,283.84,42.67,12.46,0.0,52.55,293.99,5.83,0.02,432.42,109.17,0.143
1994,9,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.984705882352941,21.0612,382.012,99.81989838,99.88129664,2756.0,13.86110305,13.79,95.99189403,1471.79,285.79,42.66,12.46,0.0,52.55,293.87,5.81,0.02,432.43,107.17,0.775
1995,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.142580645161291,21.0422,381.785,99.72984758,99.82194496,2756.0,13.85286647,13.97,95.76083822,1475.89,284.89,42.53,12.49,0.0,51.6,294.61,6.29,0.02,429.23,106.83,0.87
1996,9,0.0,0.0,2.0,0.0,2.0,2.0,0.0,-12.77441176470588,21.0232,381.558,99.63979677,99.76259328,2756.0,13.8446299,14.06,95.65865559,1477.49,284.48,42.53,12.49,0.0,51.04,294.56,6.29,0.01,428.71,106.68,0.492
1997,9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-4.6896969696969695,21.0042,381.331,99.54974596,99.7032416,2756.0,13.83639332,14.31,98.38508123,1477.41,292.74,42.5,12.61,0.0,50.48,295.25,6.37,0.01,429.09,97.58,1.052
1998,9,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.2578787878787878,20.9852,381.104,99.45969515,99.64388991,2756.0,13.82815675,14.55,98.48441155,1477.41,292.81,42.49,12.63,0.0,50.14,297.11,6.37,0.01,427.23,97.6,1.104
1999,9,0.0,0.0,1.0,0.0,0.0,5.0,0.0,-5.988181818181818,20.9662,380.877,99.36964435,99.58453823,2756.0,13.81992017,14.8,97.27927301,1471.43,288.8,42.83,12.94,0.0,46.63,297.21,6.37,0.01,441.07,96.27,1.155
2000,9,0.0,0.0,2.0,0.0,0.0,3.0,0.0,-11.331764705882351,20.9472,380.65,99.27959354,99.52518655,2756.0,13.8116836,15.09,97.11301227,1471.06,287.99,42.8,13.05,0.0,45.89,297.57,6.55,0.01,442.34,96.0,0.782
2001,9,0.0,0.0,1.0,0.0,1.0,8.0,0.0,6.938571428571429,20.9282,380.423,99.18954273,99.46583487,2756.0,13.80344702,16.28,98.47836541,1471.38,291.06,42.81,13.1,0.0,44.8,296.89,6.54,0.01,444.92,90.55,0.583
2002,9,0.0,0.0,1.0,0.0,1.0,3.0,0.0,14.325774647887323,20.9093,380.196,99.09996588,99.40648319,2756.0,13.79521045,17.05,98.3626518,1472.34,289.93,42.81,13.1,0.0,43.92,296.23,6.53,0.01,446.23,90.2,0.826
2003,9,1.0,0.0,3.0,0.0,1.0,7.0,0.0,30.557123287671235,20.8904,379.969,99.01038902,99.34713151,2756.0,13.78697388,17.61,98.41391906,1472.43,289.53,42.81,13.11,0.0,43.54,296.64,6.49,0.01,446.1,90.08,1.192
2004,9,0.0,0.0,1.0,0.0,2.0,4.0,0.0,10.955416666666666,20.8715,379.742,98.92081216,99.28777983,2756.0,13.7787373,18.16,98.51040757,1472.26,289.28,42.88,13.12,0.0,42.98,296.65,6.48,0.01,446.52,90.0,0.926
2005,9,0.0,0.0,3.0,0.0,5.0,3.0,0.0,9.440461538461538,20.8525,379.515,98.83076136,99.22842815,2756.0,13.77050073,19.1,101.1827235,1473.36,296.68,42.81,13.11,0.0,42.98,296.12,6.43,0.01,444.67,83.07,1.024
2006,9,0.0,0.0,2.0,0.0,1.0,5.0,0.0,12.98388888888889,20.8336,379.288,98.7411845,99.16907647,2756.0,13.76226415,20.33,101.461117,1474.23,296.32,43.02,13.09,0.0,42.95,295.73,6.35,0.01,443.35,82.97,0.855
2007,9,0.0,0.0,4.0,0.0,3.0,4.0,0.0,19.72,20.8147,379.061,98.65160764,99.10972479,2756.0,13.75402758,21.35,101.4515044,1474.2,295.27,42.9,13.12,0.0,42.8,295.28,6.24,0.01,444.5,82.68,1.048
2008,9,0.0,0.0,0.0,0.0,4.0,5.0,0.0,26.27351851851852,20.7958,378.834,98.56203079,99.05037311,2756.0,13.745791,22.29,101.5896589,1475.87,294.76,43.07,13.15,0.0,42.79,295.06,6.22,0.01,442.59,82.53,0.704
2009,9,0.0,0.0,3.0,0.0,0.0,1.0,0.0,13.972517006802722,20.7769,378.607,98.47245393,98.99102142,2756.0,13.73755443,23.02,100.6444152,1477.35,291.08,43.28,13.13,0.0,42.57,294.59,6.18,0.01,442.05,85.08,0.837
2010,9,0.0,0.0,3.0,0.0,2.0,2.0,0.0,27.902448979591835,20.7579,378.38,98.38240312,98.93166974,2756.0,13.72931785,23.94,102.8769967,1479.02,297.13,43.23,13.13,0.0,42.76,294.99,6.13,0.01,438.95,79.07,1.065
2011,9,0.0,0.0,2.0,0.0,2.0,2.0,0.0,22.91877551020408,20.5803,375.274,97.54066505,98.11957141,2756.0,13.61661829,24.84,101.4518776,1479.82,291.78,43.32,13.11,0.0,42.66,295.1,7.18,0.01,436.69,83.83,0.545
2012,9,0.0,0.0,3.0,0.0,2.0,8.0,0.0,37.05420289855072,20.4026,372.168,96.69845302,97.30747308,2756.0,13.50391872,26.08,100.9271288,1481.35,288.9,43.17,13.1,0.0,43.18,295.02,7.18,0.02,433.65,86.67,0.866
2013,9,0.0,0.0,1.0,0.0,0.0,5.0,0.0,32.770900900900905,20.225,369.062,95.85671495,96.49537475,2756.0,13.39121916,27.94,98.79915044,1482.43,280.4,43.17,13.09,0.0,43.38,294.56,7.25,0.02,431.52,94.57,1.118
2014,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,48.340958904109584,20.0473,365.956,95.01450292,95.68327642,2756.0,13.27851959,29.98,99.80491071,1486.02,281.5,43.1,13.1,0.0,43.98,294.76,7.34,0.02,423.59,94.95,1.363
2015,9,0.0,0.0,1.0,0.0,1.0,2.0,0.0,61.38108108108108,19.8697,362.85,94.17276484,94.87117809,2756.0,13.16582003,31.1,100.0,1485.87,280.99,43.08,13.1,0.0,43.9,294.59,7.31,0.02,423.61,94.78,1.431
2016,9,1.0,0.0,6.0,0.0,1.0,1.0,0.0,62.38992857142857,19.6922,359.74,93.33150072,94.05803392,2756.0,13.05297533,31.1,100.1000668,1486.72,281.3,43.02,13.17,0.0,45.16,294.11,7.31,0.02,421.54,94.88,1.335
2017,9,0.0,0.0,2.0,0.0,3.0,8.0,0.0,47.54029411764706,19.5184,356.63,92.50777281,93.24488974,2756.0,12.94013062,31.66,103.819793,1487.2,292.35,43.02,13.17,0.0,45.6,293.66,7.21,0.02,420.21,84.24,1.205
2018,9,0.0,0.0,0.0,0.0,0.0,9.0,0.0,59.13932432432433,19.3481,353.52,91.7006332,92.43174557,2756.0,12.82728592,32.21,104.918839,1487.1,295.23,42.97,13.21,0.0,45.75,293.73,7.4,0.02,419.41,81.31,1.389
2019,9,0.0,0.0,2.0,0.0,0.0,5.0,0.0,76.95283783783785,19.1744,350.41,90.87737924,91.61860139,2756.0,12.71444122,32.65,103.1601041,1486.61,289.3,42.97,13.21,0.0,46.24,293.13,7.38,0.02,420.03,86.79,1.69
2020,9,0.0,0.0,0.0,0.0,1.0,9.0,0.0,74.32513513513514,19.0043,347.3,90.07118753,90.80545722,2756.0,12.60159652,32.6,103.2162148,1486.81,289.55,43.12,13.29,0.0,46.32,293.22,7.38,0.02,419.36,86.87,1.612
1992,10,0.0,1.0,4.0,1.0,2.0,12.0,0.0,1.3243750000000003,2342.6833,64668.6,100.0,100.0,297319.0,21.75057766,608.84,103.0033266,25136.35,183466.31,4818.16,323.66,783.16,22728.05,705.64,513.58,1213.25,48969.85,8231.44,0.017
1993,10,1.0,0.0,5.0,1.0,2.0,9.0,0.0,-10.998970588235292,2404.7006,65033.9,102.6472763,100.56488,297319.0,21.87344233,623.37,102.7593479,25135.46,183015.32,4817.88,323.55,783.16,22727.29,705.64,513.5,1213.17,48971.7,8667.52,0.211
1994,10,0.0,1.0,2.0,0.0,2.0,14.0,0.0,-21.141617647058823,2466.718,65399.2,105.2945569,101.12976,297319.0,21.996307,636.98,102.6982844,25134.33,182892.77,4817.56,323.5,783.16,22726.59,705.62,513.43,1213.02,48973.4,8777.5,0.1
1995,10,0.0,1.0,3.0,3.0,2.0,7.0,0.0,-1.2962992125984256,2528.7353,65764.5,107.9418332,101.6946401,297319.0,22.11917166,649.65,102.7528016,25055.72,182977.65,4818.44,319.47,783.16,22650.61,706.5,513.74,1211.38,48770.84,9040.9,0.224
1996,10,1.0,0.0,6.0,1.0,4.0,13.0,0.0,-0.2283458646616541,2590.7526,66129.8,110.5891095,102.2595201,297319.0,22.24203633,662.96,102.4976026,25050.46,182507.99,4826.87,321.09,783.16,22456.36,707.75,513.75,1212.45,48820.73,9634.02,0.319
1997,10,0.0,0.0,6.0,2.0,1.0,17.0,0.0,-24.603181818181817,2652.77,66495.1,113.2363901,102.8244001,297319.0,22.364901,675.49,102.6144024,25070.89,182704.19,4832.02,321.19,783.16,22295.93,708.2,513.68,1212.92,48769.92,9610.0,-0.092
1998,10,0.0,2.0,3.0,5.0,4.0,13.0,0.0,-5.157727272727272,2714.7873,66860.4,115.8836664,103.3892801,297319.0,22.48776567,688.22,102.6099966,25088.73,182683.34,4840.08,321.69,783.16,22238.67,710.37,513.92,1213.92,48658.94,9756.15,0.588
1999,10,0.0,1.0,2.0,0.0,3.0,16.0,1.0,-6.91909090909091,2776.8047,67225.7,118.530947,103.9541601,297319.0,22.61063033,700.71,102.4072724,25174.79,182308.77,4840.9,322.89,783.16,21959.14,710.51,515.28,1215.33,48603.4,10362.64,0.467
2000,10,1.0,1.0,6.0,3.0,2.0,6.0,0.0,4.260588235294117,2838.822,67591.0,121.1782233,104.5190402,297319.0,22.733495,714.74,102.3783253,25187.07,182243.36,4850.17,324.36,783.16,21744.74,710.68,516.74,1220.04,48784.59,10418.44,0.356
2001,10,0.0,2.0,9.0,3.0,3.0,25.0,0.0,2.085384615384615,2839.1784,67781.5,121.1934366,104.813619,297319.0,22.7975676,832.46,102.2420402,25174.8,181882.1,4853.52,330.81,783.16,21753.6,709.76,515.5,1220.1,48664.94,10777.36,0.479
2002,10,1.0,2.0,6.0,0.0,4.0,20.0,0.0,-5.664642857142858,2839.5349,67972.0,121.2086542,105.1081978,297319.0,22.86164019,935.17,102.2063337,25154.84,181715.15,4850.35,333.42,783.16,21723.53,709.2,514.74,1221.48,48682.82,10873.55,0.831
2003,10,0.0,2.0,6.0,1.0,7.0,20.0,0.0,5.744123711340206,2839.8913,68162.5,121.2238675,105.4027766,297319.0,22.92571279,1033.21,101.9507918,25134.08,181160.56,4848.5,334.42,783.16,21646.5,709.48,514.85,1226.65,48769.42,11336.78,0.689
2004,10,0.0,0.0,6.0,0.0,0.0,11.0,0.0,4.189372822299651,2840.2478,68353.0,121.2390851,105.6973554,297319.0,22.98978538,1133.77,101.8230386,25120.07,180831.94,4857.54,336.73,783.16,21514.28,709.37,514.12,1228.62,48906.02,11562.39,0.57
2005,10,0.0,2.0,17.0,2.0,4.0,17.0,0.0,12.73223076923077,2840.6042,68543.5,121.2542984,105.9919343,297319.0,23.05385798,1210.54,101.8293325,25107.64,180766.43,4869.3,337.79,783.16,21462.78,709.61,514.12,1230.79,48907.81,11598.06,0.606
2006,10,0.0,1.0,17.0,0.0,2.0,17.0,0.0,2.453472222222222,2840.9606,68734.0,121.2695118,106.2865131,297319.0,23.11793057,1283.19,101.459114,25108.43,180032.0,4885.52,340.13,783.16,21437.83,709.51,514.16,1231.17,48918.01,12254.64,0.685
2007,10,0.0,3.0,16.0,0.0,1.0,12.0,0.0,8.454054054054055,2841.3171,68924.5,121.2847294,106.5810919,297319.0,23.18200317,1359.39,101.203455,25120.07,179498.93,4877.76,341.1,783.16,21392.92,710.11,514.02,1234.35,48966.47,12699.49,0.636
2008,10,0.0,1.0,8.0,1.0,1.0,9.0,0.0,37.444084507042255,2841.6735,69115.0,121.2999427,106.8756707,297319.0,23.24607576,1422.37,101.0698841,25136.23,179197.2,4883.33,342.83,783.16,21375.05,711.0,515.3,1236.95,48964.44,12929.83,0.303
2009,10,1.0,2.0,6.0,2.0,6.0,11.0,0.0,31.54794520547945,2842.03,69305.5,121.3151603,107.1702495,297319.0,23.31014836,1483.01,100.8372529,25149.17,178721.0,4882.12,344.12,783.16,21359.27,711.77,516.05,1239.18,48955.18,13353.94,1.176
2010,10,0.0,1.0,8.0,1.0,7.0,16.0,0.0,47.66945945945946,2842.3864,69496.0,121.3303736,107.4648284,297319.0,23.37422095,1542.51,100.5464584,25169.61,178141.58,4882.61,344.31,783.16,21349.08,711.67,515.76,1242.78,48944.07,13870.42,1.159
2011,10,0.0,2.0,7.0,0.0,3.0,19.0,0.0,40.38068493150685,2861.7815,69762.4,122.1582747,107.8767748,297319.0,23.46382169,1606.37,100.4286461,25154.21,177867.09,4945.5,344.03,783.16,21334.54,710.48,517.16,1244.79,48951.43,14038.65,0.364
2012,10,0.0,2.0,6.0,0.0,1.0,15.0,0.0,50.49369565217391,2881.1766,70028.8,122.9861757,108.2887213,297319.0,23.55342242,1702.63,100.1573744,25164.61,177286.3,4971.55,343.4,783.16,21330.21,710.73,518.92,1247.76,48942.73,14495.83,0.487
2013,10,0.0,1.0,5.0,0.0,5.0,18.0,0.0,60.145022421524665,2900.5718,70295.2,123.8140811,108.7006677,297319.0,23.64302315,1832.07,100.0250331,25178.89,176920.41,4983.8,343.27,783.16,21326.04,710.85,519.19,1249.53,48949.0,14701.71,0.445
2014,10,0.0,3.0,7.0,1.0,5.0,23.0,0.0,45.10125,2919.9669,70561.6,124.6419821,109.1126142,297319.0,23.73262388,1949.17,100.0042607,25154.34,176766.17,5081.1,343.0,783.16,21330.24,708.72,518.76,1248.23,48928.08,14686.92,0.536
2015,10,1.0,1.0,10.0,1.0,6.0,12.0,0.0,60.44027027027027,2939.362,70828.0,125.4698832,109.5245606,297319.0,23.82222461,2020.11,100.0,25156.35,176687.73,5080.21,342.95,783.16,21327.87,708.6,518.24,1248.21,48939.55,14685.1,0.705
2016,10,0.0,1.0,8.0,2.0,3.0,11.0,1.0,84.79939285714286,2950.4176,71094.4,125.9418036,109.9365071,297319.0,23.91182535,2029.88,99.75926969,25175.14,176247.81,5084.96,347.89,783.16,21262.54,708.31,519.67,1248.47,49432.81,14657.53,1.077
2017,10,0.0,1.0,9.0,3.0,5.0,2.0,0.0,56.77720588235294,2961.4732,71360.8,126.413724,110.3484535,297319.0,24.00142608,2095.34,99.63480657,25155.01,175959.35,5091.31,349.13,783.16,21234.94,707.68,520.44,1247.64,49680.07,14673.14,0.962
2018,10,1.0,1.0,9.0,0.0,11.0,2.0,1.0,51.58736486486487,2972.5288,71627.2,126.8856443,110.7603999,297319.0,24.09102681,2131.87,99.38559269,25167.88,175477.97,5093.51,351.23,783.16,21268.16,707.69,525.89,1249.59,49730.26,15010.86,0.881
2019,10,0.0,2.0,5.0,0.0,5.0,7.0,0.0,49.762364864864864,2983.5844,71893.6,127.3575647,111.1723464,297319.0,24.18062754,2201.78,99.18379405,25180.7,175047.15,5106.54,351.41,783.16,21362.81,707.58,528.97,1250.2,49992.81,14984.49,0.813
2020,10,0.0,0.0,5.0,2.0,4.0,5.0,0.0,83.20095238095239,2994.64,72160.0,127.8294851,111.5842928,297319.0,24.27022827,2241.11,98.85903469,25185.75,174426.34,5109.53,351.27,783.27,21412.69,707.28,530.37,1250.51,50138.4,15359.21,0.529
1992,11,0.0,0.0,1.0,1.0,0.0,6.0,0.0,-8.84625,11043.7016,115092.0,100.0,100.0,181157.0,63.53163278,712.54,111.2816272,9096.55,24227.74,4045.5,3953.0,0.0,6761.05,0.0,1595.72,0.0,124229.26,15327.73,0.225
1993,11,0.0,0.0,2.0,0.0,0.0,2.0,0.0,-18.55323529411765,10979.1193,113365.5,99.41521147,98.49989574,181157.0,62.57859205,736.16,109.1061956,9098.07,23716.51,4045.07,3952.65,0.0,6760.63,0.0,1594.71,0.0,124232.55,15812.31,0.246
