Year,Country,Drought,Extreme temperature,Flood,Landslide,Storm,Total Disasters,Wildfire,Sea Level,Carbon stocks in forests,Forest area,Index of carbon stocks in forests,Index of forest extent,Land area,Share of forest area,Artificial surfaces (including urban and associated areas): Climate altering,Climate Altering Land Cover Index: Climate altering,Grassland: Climate regulating,Herbaceous crops: Climate altering,Inland water bodies: Climate regulating,Mangroves: Climate regulating,Permanent snow and glaciers: Climate regulating,Shrub-covered areas: Climate regulating,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded: Climate regulating",Sparsely natural vegetated areas: Climate neutral,Terrestrial barren land: Climate neutral,Tree-covered areas: Climate regulating,Woody crops: Climate regulating,Temperature
1992,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-7.2975,3641.7913,34838.8,100.0,100.0,273669.0,12.73026905,306.72,92.17860947,14600.69,49504.82,4362.56,0.0,685.92,95921.21,8501.96,46863.31,12508.7,43495.57,1885.19,-0.297
1993,1,0.0,0.0,3.0,0.0,1.0,1.0,0.0,-18.45117647058824,3630.4948,34656.2,99.68980924,99.47587173,273669.0,12.66354611,314.44,92.19687768,14600.95,49506.97,4362.54,0.0,685.92,95918.17,8501.85,46863.01,12508.5,43496.38,1877.91,0.039
1994,1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-14.96,3619.1983,34473.6,99.37961849,98.95174346,273669.0,12.59682317,322.37,92.21452332,14601.18,49508.57,4362.5,0.0,685.92,95915.21,8501.81,46862.81,12508.5,43497.28,1870.46,0.44
1995,1,0.0,1.0,2.0,0.0,1.0,1.0,0.0,-8.19225806451613,3607.9018,34291.0,99.06942773,98.42761519,273669.0,12.53010023,328.51,92.63957226,14624.69,49732.12,4390.36,0.0,685.92,95996.71,8491.79,46768.78,12616.0,43130.25,1871.49,0.203
1996,1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-7.121764705882353,3596.6053,34108.4,98.75923697,97.90348692,273669.0,12.46337729,334.42,92.94273562,14626.2,49890.03,4427.82,0.0,685.92,95967.48,8485.55,46788.23,12639.9,42921.0,1870.05,0.457
1997,1,0.0,0.0,1.0,0.0,0.0,7.0,0.0,-4.366060606060605,3585.3087,33925.8,98.44904347,97.37935865,273669.0,12.39665435,339.84,93.40806104,14650.05,50136.09,4458.36,0.0,685.92,95974.11,8495.37,46786.19,12654.4,42593.75,1862.67,0.699
1998,1,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.5096969696969698,3574.0122,33743.2,98.13885271,96.85523038,273669.0,12.32993141,345.4,94.12478803,14684.47,50517.81,4498.31,0.0,685.92,96056.43,8542.3,46789.04,12669.0,41978.26,1869.67,0.284
1999,1,0.0,0.0,0.0,0.0,0.0,4.0,1.0,-3.2175757575757578,3562.7157,33560.6,97.82866196,96.3311021,273669.0,12.26320847,350.79,95.25406556,14772.44,51122.68,4519.67,0.0,685.92,96174.78,8624.22,46712.45,12772.3,41044.62,1856.85,0.098
2000,1,0.0,1.0,4.0,0.0,2.0,3.0,1.0,-1.8011764705882352,3551.4192,33378.0,97.5184712,95.80697383,273669.0,12.19648554,356.6,95.68283726,14798.96,51348.57,4536.81,0.0,685.92,96264.81,8818.15,46743.46,12774.4,40451.28,1857.76,-0.249
2001,1,0.0,1.0,3.0,0.0,2.0,1.0,1.0,3.1085714285714285,3526.3652,33061.6,96.83051305,94.898791,273669.0,12.08087142,364.16,96.47491881,14874.43,51769.06,4533.4,0.0,685.92,96284.05,8973.13,46707.53,12804.3,39775.05,1865.82,0.357
2002,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.328732394366197,3501.3113,32745.2,96.14255765,93.99060817,273669.0,11.9652573,367.98,96.86192481,14888.1,51974.32,4486.85,0.0,685.92,96380.94,9031.43,46646.08,12891.5,39418.04,1865.42,0.208
2003,1,1.0,0.0,2.0,0.0,1.0,3.0,0.0,15.70931506849315,3476.2573,32428.8,95.4545995,93.08242534,273669.0,11.84964318,370.37,97.60169575,14936.54,52371.72,4461.21,0.0,685.92,96629.07,9107.66,46618.36,12927.5,38772.62,1755.78,0.584
2004,1,0.0,1.0,2.0,0.0,0.0,1.0,0.0,14.613055555555556,3451.2033,32112.4,94.76664135,92.17424251,273669.0,11.73402906,372.4,98.33426905,15009.06,52765.53,4362.48,0.0,685.92,97055.54,9129.79,46638.83,12909.8,38047.66,1659.59,0.404
2005,1,0.0,0.0,0.0,0.0,1.0,5.0,0.0,18.550153846153847,3426.1494,31796.0,94.07868595,91.26605968,273669.0,11.61841495,382.38,98.8259375,15050.13,53021.24,4324.8,0.0,685.92,97284.29,9148.92,46644.85,12913.4,37611.61,1569.07,0.197
2006,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.311666666666667,3401.0954,31479.6,93.3907278,90.35787685,273669.0,11.50280083,396.53,99.1428153,15060.86,53178.34,4250.41,0.0,685.92,97479.36,9189.12,46687.94,12918.7,37295.0,1494.51,0.509
2007,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,19.703783783783784,3376.0414,31163.2,92.70276965,89.44969402,273669.0,11.38718671,408.23,99.38749752,15077.24,53298.85,4238.21,0.0,685.92,97756.55,9224.16,46716.61,12911.3,36878.46,1441.1,-0.261
2008,1,0.0,0.0,1.0,0.0,0.0,3.0,0.0,23.78148148148148,3350.9874,30846.8,92.0148115,88.54151119,273669.0,11.27157259,417.73,99.45888159,15086.25,53327.94,4193.54,0.0,685.92,98123.66,9293.73,46800.5,12875.8,36335.19,1496.45,0.504
2009,1,1.0,0.0,2.0,1.0,1.0,2.0,0.0,27.05689189189189,3325.9335,30530.4,91.3268561,87.63332836,273669.0,11.15595848,426.6,99.45592362,15105.94,53317.46,4122.97,0.0,685.92,98238.43,9317.87,46850.26,12868.1,36157.25,1545.85,0.751
2010,1,0.0,1.0,0.0,0.0,0.0,4.0,0.0,28.337972972972977,3300.8795,30214.0,90.63889795,86.72514553,273669.0,11.04034436,435.78,99.7937088,15125.71,53490.83,4108.17,0.0,685.92,98438.91,9256.18,46866.34,12882.5,35938.86,1407.54,0.045
2011,1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,28.06287671232877,3283.8055,29990.6,90.17006274,86.08390645,273669.0,10.9587129,446.28,99.90103935,15119.87,53538.31,4091.52,0.0,685.92,98569.93,9266.27,46918.58,12860.2,35753.71,1386.05,0.284
2012,1,0.0,0.0,1.0,0.0,2.0,2.0,0.0,35.75811594202899,3266.7315,29767.2,89.70122753,85.44266737,273669.0,10.87708144,460.44,100.0018809,15117.43,53578.67,4081.1,0.0,685.92,98721.85,9269.18,46954.34,12833.5,35582.14,1352.21,0.736
2013,1,0.0,0.0,1.0,0.0,1.0,4.0,0.0,36.86875,3249.6575,29543.8,89.23239231,84.80142829,273669.0,10.79544998,493.16,99.99079258,15118.12,53539.96,4076.06,0.0,685.92,98766.77,9255.26,46956.72,12835.0,35550.64,1359.18,0.419
2014,1,0.0,0.0,3.0,1.0,0.0,5.0,0.0,38.91833333333333,3232.5835,29320.4,88.7635571,84.16018921,273669.0,10.71381852,509.74,99.92894015,15120.75,53489.96,4081.85,0.0,685.92,98737.56,9219.94,46974.24,12815.4,35637.46,1363.99,0.937
2015,1,0.0,0.0,3.0,0.0,1.0,4.0,0.0,47.03432432432432,3215.5095,29097.0,88.29472189,83.51895014,273669.0,10.63218706,515.05,100.0,15120.84,53523.03,4081.8,0.0,685.92,98735.99,9219.86,46974.11,12815.3,35637.98,1326.83,0.931
2016,1,0.0,0.0,2.0,0.0,0.0,2.0,0.0,50.02828571428572,3209.6664,29010.0,88.13427612,83.26922856,273669.0,10.60039683,515.05,99.84770657,15117.79,53440.72,4091.17,0.0,685.92,98487.62,9224.04,46984.72,12797.8,35961.2,1330.61,0.48
2017,1,0.0,0.0,3.0,1.0,0.0,3.0,0.0,54.54764705882353,3201.7202,28899.0,87.9160813,82.95061828,273669.0,10.55983688,530.41,99.85916804,15120.46,53431.54,4105.83,0.0,685.92,98442.57,9212.28,46991.82,12784.2,36008.52,1323.02,1.076
2018,1,1.0,0.0,3.0,0.0,1.0,4.0,0.0,60.33216216216216,3194.3614,28791.0,87.7140159,82.64061908,273669.0,10.52037315,537.4,99.7340704,15155.85,53356.94,4111.53,0.0,685.92,98533.92,9219.65,47077.23,12688.6,35852.25,1417.23,0.86
2019,1,1.0,0.0,3.0,0.0,0.0,8.0,0.0,68.90783783783785,3186.7459,28681.0,87.50490178,82.32487916,273669.0,10.48017861,548.93,99.79782775,15198.77,53379.9,4118.98,0.0,685.92,98563.02,9202.93,47374.95,12351.7,35814.61,1397.0,0.751
2020,1,0.0,0.0,1.0,0.0,1.0,5.0,0.0,67.31324324324325,3179.032,28573.0,87.29308569,82.01487996,273669.0,10.44071488,549.25,99.84939737,15218.88,53407.18,4100.11,0.0,685.63,98587.45,9202.58,47462.25,12249.6,35814.61,1357.79,1.104
1992,2,1.0,0.0,0.0,0.0,2.0,9.0,0.0,-16.93583333333333,8425.8715,133468.58,100.0,100.0,768230.0,17.37351835,576.07,94.78522811,128486.4,50527.73,1490.63,2526.35,0.0,184454.52,10077.1,279546.0,36965.3,76753.54,554.29,0.24
1993,2,0.0,1.0,1.0,0.0,2.0,4.0,0.0,-19.59686274509804,8412.8155,133261.77,99.84504867,99.84504967,768230.0,17.34659802,591.6,94.81758334,128486.82,50529.71,1490.45,2525.84,0.0,184444.56,10077.0,279546.0,36965.1,76752.57,549.27,0.436
1994,2,0.0,2.0,0.0,0.0,4.0,6.0,2.0,-15.398823529411766,8399.7596,133054.96,99.69009853,99.69009935,768230.0,17.3196777,606.34,94.80812837,128486.32,50509.82,1490.31,2525.18,0.0,184434.44,10076.9,279546.0,36965.1,76751.56,566.16,0.17
1995,2,0.0,1.0,0.0,0.0,4.0,5.0,0.0,-10.672258064516129,8386.7037,132848.15,99.53514838,99.53514902,768230.0,17.29275738,620.34,95.031178,128170.55,50616.09,1505.25,2527.9,0.0,184518.94,10054.2,280008.0,36960.7,76366.07,610.27,0.358
1996,2,0.0,0.0,2.0,1.0,6.0,5.0,0.0,-7.998823529411765,8373.6478,132641.34,99.38019824,99.3801987,768230.0,17.26583705,633.67,95.15167787,127843.72,50667.72,1527.51,2536.62,0.0,184247.05,10044.7,280399.0,36938.1,76549.88,570.22,0.539
1997,2,0.0,0.0,1.0,1.0,0.0,9.0,2.0,-1.2076767676767677,8360.5919,132434.53,99.22524809,99.22524837,768230.0,17.23891673,645.51,95.36138173,127860.03,50768.91,1553.43,2541.17,0.0,183993.19,10031.0,280489.0,36897.9,76621.39,556.17,0.321
1998,2,0.0,0.0,6.0,0.0,0.0,5.0,0.0,-1.749090909090909,8347.536,132227.72,99.07029795,99.07029804,768230.0,17.21199641,656.36,95.67854175,127585.85,50929.09,1572.73,2546.62,0.0,183598.45,10023.5,280911.0,36920.0,76630.15,584.43,1.028
1999,2,0.0,0.0,0.0,0.0,4.0,10.0,1.0,-3.9652525252525255,8334.48,132020.91,98.91534662,98.91534772,768230.0,17.18507608,667.17,96.66054721,127772.33,51447.68,1594.53,2555.81,0.0,182821.41,10004.0,281225.0,36774.0,76491.37,604.11,0.516
2000,2,0.0,0.0,1.0,0.0,3.0,6.0,1.0,0.1384313725490195,8321.4241,131814.1,98.76039648,98.76039739,768230.0,17.15815576,679.41,97.72888299,128513.06,52011.52,1615.62,2557.52,0.0,181970.87,9993.19,280993.0,36687.0,76281.56,655.88,0.084
2001,2,0.0,0.0,4.0,0.0,3.0,4.0,2.0,6.537777777777778,8314.1017,131587.3,98.67349271,98.59046976,768230.0,17.12863335,731.97,98.36800146,128584.34,52303.52,1581.31,2558.52,0.0,181480.73,10011.8,281863.0,36465.1,75686.38,691.62,0.275
2002,2,1.0,0.0,0.0,0.0,3.0,8.0,1.0,7.744523809523809,8306.7793,131360.5,98.58658894,98.42054212,768230.0,17.09911094,758.17,98.81388982,128811.25,52517.69,1523.49,2560.87,0.0,180969.48,10014.3,281996.0,36441.3,75646.15,719.12,0.667
2003,2,0.0,0.0,4.0,0.0,5.0,2.0,1.0,8.89310502283105,8299.4569,131133.7,98.49968517,98.25061449,768230.0,17.06958853,773.71,99.17054443,129197.91,52694.47,1458.73,2567.7,0.0,180434.96,10021.6,281882.0,36526.7,75640.87,759.58,0.775
2004,2,0.0,0.0,3.0,0.0,3.0,5.0,0.0,12.09912037037037,8292.1346,130906.9,98.41278258,98.08068686,768230.0,17.04006613,785.43,99.39420509,130038.61,52803.35,1450.01,2572.65,0.0,180230.43,10025.1,280929.0,36674.3,75758.28,691.25,0.656
2005,2,0.0,0.0,1.0,0.0,2.0,6.0,1.0,15.044871794871796,8284.8122,130680.1,98.32587881,97.91075922,768230.0,17.01054372,813.94,99.44893204,129792.86,52804.34,1430.06,2578.08,0.0,180019.75,10027.4,281425.0,36548.7,75838.19,680.0,1.126
2006,2,1.0,0.0,1.0,0.0,3.0,8.0,3.0,18.73037037037037,8277.4898,130453.3,98.23897504,97.74083159,768230.0,16.98102131,828.98,99.3500131,129589.9,52735.93,1413.35,2589.95,0.0,179813.68,10029.4,281802.0,36474.6,75946.46,733.53,0.639
2007,2,0.0,0.0,1.0,0.0,1.0,3.0,0.0,19.950540540540544,8270.1674,130226.5,98.15207127,97.57090395,768230.0,16.9514989,841.08,99.0453311,129457.69,52559.57,1406.33,2592.94,0.0,179788.68,10030.8,282267.0,36136.6,75956.74,920.5,0.855
2008,2,0.0,0.0,4.0,0.0,1.0,2.0,0.0,22.86777777777778,8262.845,129999.7,98.0651675,97.40097632,768230.0,16.92197649,847.11,99.21449209,129259.43,52644.75,1392.2,2598.64,0.0,179830.96,10035.7,282595.0,35947.0,75973.7,833.53,0.546
2009,2,0.0,1.0,2.0,0.0,2.0,3.0,1.0,25.15280542986425,8255.5226,129772.9,97.97826373,97.23104869,768230.0,16.89245408,855.05,99.46403489,129311.11,52771.42,1387.96,2605.02,0.0,179767.77,10041.0,282689.0,35733.4,76079.05,718.22,0.95
2010,2,0.0,0.0,5.0,0.0,3.0,4.0,0.0,28.99283783783784,8248.2002,129546.1,97.89135996,97.06112105,768230.0,16.86293167,862.94,99.39936855,129093.22,52728.66,1405.19,2605.4,0.0,180027.62,10044.1,283390.0,35165.3,75861.28,775.22,0.593
2011,2,0.0,0.0,1.0,0.0,1.0,8.0,1.0,27.69077625570776,8256.9176,130255.78,97.99481988,97.5928417,768230.0,16.95531026,869.84,99.73981631,129173.97,52905.27,1426.28,2603.62,0.0,180131.51,10050.5,284141.0,34316.5,75700.34,639.47,0.135
2012,2,0.0,0.0,2.0,0.0,0.0,3.0,0.0,37.674202898550725,8265.6351,130965.46,98.09828099,98.12456235,768230.0,17.04768884,873.42,99.83484809,129376.33,52952.94,1433.32,2603.0,0.0,180152.85,10050.4,284361.0,33877.0,75683.05,595.18,0.228
2013,2,0.0,0.0,0.0,0.0,1.0,3.0,2.0,40.77363095238096,8274.3525,131675.14,98.20174091,98.656283,768230.0,17.14006743,879.09,99.71759972,129804.87,52884.03,1437.01,2602.74,0.0,180124.41,10050.1,283905.0,33879.9,75730.03,660.95,1.413
2014,2,0.0,1.0,0.0,0.0,1.0,3.0,2.0,42.8425925925926,8283.0699,132384.82,98.30520083,99.18800365,768230.0,17.23244601,886.12,99.89554395,130532.85,52972.97,1437.01,2600.8,0.0,180218.88,10057.4,283143.0,33840.2,75694.7,574.64,1.107
2015,2,0.0,0.0,1.0,0.0,4.0,3.0,3.0,52.663963963963965,8291.7874,133094.5,98.40866194,99.7197243,768230.0,17.3248246,891.94,100.0,130533.2,53023.47,1436.9,2600.71,0.0,180215.94,10057.4,283143.0,33840.0,75693.66,522.38,0.996
2016,2,0.0,0.0,1.0,0.0,1.0,3.0,1.0,51.208238095238094,8291.5412,134037.2,98.40573999,100.4260329,769202.0,17.42548771,900.51,99.97316943,131040.72,53000.43,1439.19,2597.05,0.0,180246.17,10059.3,282671.0,33704.1,75734.04,566.03,1.102
2017,2,0.0,0.0,0.0,0.0,2.0,5.0,1.0,54.85601307189542,8292.9967,134017.4,98.42301417,100.4111979,769202.0,17.42291362,910.11,100.0244339,131698.63,53018.38,1439.73,2597.29,0.0,180237.21,10060.5,282041.0,33620.7,75778.56,555.15,1.079
2018,2,1.0,1.0,1.0,0.0,0.0,11.0,0.0,55.38891891891892,8292.2356,134005.1,98.41398127,100.4019822,769202.0,17.42131456,916.78,100.0067014,138114.39,53002.19,1439.29,2598.46,0.0,180193.68,10063.3,275684.0,33379.6,75998.04,568.11,1.061
2019,2,0.0,0.0,1.0,0.0,0.0,9.0,2.0,62.43846846846847,8292.2356,134005.1,98.41398127,100.4019822,769202.0,17.42131456,931.06,99.96385897,139535.67,52964.87,1434.01,2600.17,0.0,179879.95,10058.4,274191.0,33148.4,76614.0,601.15,1.346
2020,2,0.0,0.0,1.0,0.0,2.0,9.0,0.0,63.68396396396396,8292.2356,134005.1,98.41398127,100.4019822,769202.0,17.42131456,931.0,99.98413721,140993.7,52975.78,1432.99,2601.13,0.0,179996.43,10056.5,272552.0,33011.5,76797.94,608.52,1.337
1992,3,0.0,0.0,3.0,0.0,2.0,7.0,0.0,1.785,83.5919,1920.3296,100.0,100.0,13017.0,14.75247446,15.76,108.5046031,954.47,9365.24,1221.34,422.56,0.0,881.99,35.97,0.59,7.13,763.98,369.87,-0.057
1993,3,0.0,0.0,3.0,0.0,8.0,7.0,0.0,-9.998823529411764,83.5919,1920.3294,100.0,99.99998959,13017.0,14.75247292,16.11,108.4546745,954.45,9360.58,1221.34,422.56,0.0,881.98,35.97,0.59,7.13,764.04,374.16,-0.332
1994,3,0.0,1.0,4.0,0.0,4.0,7.0,0.0,-20.913529411764703,83.5919,1920.3292,100.0,99.99997917,13017.0,14.75247138,16.35,108.2825278,954.43,9345.45,1221.34,422.56,0.0,881.98,35.97,0.59,7.13,764.08,389.02,0.268
1995,3,0.0,1.0,4.0,0.0,4.0,11.0,0.0,1.1881249999999994,83.5919,1920.329,100.0,99.99996876,13017.0,14.75246985,16.51,108.7758738,919.59,9387.95,1217.55,411.42,0.0,865.93,36.03,0.59,7.45,762.57,413.32,0.244
1996,3,0.0,1.0,2.0,0.0,4.0,11.0,0.0,3.649393939393939,83.5919,1920.3289,100.0,99.99996355,13017.0,14.75246908,16.71,108.8021689,916.53,9390.01,1217.39,413.52,0.0,860.34,35.92,0.6,7.56,764.57,415.74,0.22
1997,3,0.0,1.0,1.0,0.0,5.0,7.0,0.0,-26.82939393939394,83.5919,1920.3287,100.0,99.99995313,13017.0,14.75246754,16.89,108.8769643,912.03,9396.31,1219.21,413.84,0.0,850.54,35.91,0.63,7.62,765.95,419.98,-0.051
1998,3,0.0,1.0,1.0,0.0,5.0,6.0,0.0,-10.547575757575755,83.5919,1920.3285,100.0,99.99994272,13017.0,14.75246601,17.04,108.8570701,906.53,9394.44,1222.02,414.04,0.0,848.59,35.81,0.64,7.79,769.74,422.27,0.628
1999,3,0.0,0.0,5.0,0.0,6.0,7.0,0.0,-5.529393939393939,83.5919,1920.3283,100.0,99.9999323,13017.0,14.75246447,17.16,108.0393246,903.57,9323.62,1218.45,414.24,0.0,833.81,35.64,0.67,8.72,785.68,497.35,0.896
2000,3,0.0,1.0,3.0,0.0,7.0,7.0,0.0,11.865882352941176,83.5919,1920.3281,100.0,99.99992189,13017.0,14.75246293,17.4,107.7802748,899.32,9300.97,1223.24,414.95,0.0,826.91,35.33,0.7,9.02,809.8,501.25,0.365
2001,3,0.0,1.0,2.0,0.0,4.0,12.0,0.0,2.2127777777777777,83.4526,1917.1295,99.83335706,99.83335673,13017.0,14.72789045,20.3,107.4432308,887.85,9268.95,1213.73,415.83,0.0,826.69,35.36,0.75,9.48,801.81,558.17,0.445
2002,3,0.0,1.0,1.0,0.0,4.0,7.0,0.0,-7.398571428571429,83.3134,1913.9309,99.66683375,99.66679158,13017.0,14.70331797,22.68,107.472686,882.99,9269.11,1213.18,415.96,0.0,823.9,35.37,0.75,9.86,803.55,561.56,0.541
2003,3,0.0,2.0,2.0,0.0,3.0,5.0,0.0,1.052465753424657,83.1742,1910.7323,99.50031044,99.50022642,13017.0,14.67874549,25.42,107.5566582,878.1,9273.63,1213.83,415.83,0.0,820.36,35.25,0.77,10.62,801.56,563.54,0.404
2004,3,0.0,0.0,3.0,0.0,4.0,5.0,0.0,4.176666666666666,83.0349,1907.5337,99.3336675,99.33366126,13017.0,14.654173,28.44,106.5343029,878.07,9182.22,1211.68,416.0,0.0,811.71,35.37,0.98,11.92,808.5,654.02,0.441
2005,3,0.0,2.0,3.0,0.0,7.0,6.0,0.0,17.85615384615385,82.8957,1904.3351,99.16714419,99.16709611,13017.0,14.62960052,32.13,103.7563556,879.19,8938.35,1202.2,415.9,0.0,809.77,35.5,1.06,13.58,807.33,903.89,0.783
2006,3,0.0,0.0,2.0,0.0,5.0,6.0,0.0,-0.6816666666666664,82.7565,1901.1365,99.00062087,99.00053095,13017.0,14.60502804,35.75,103.816848,880.41,8939.96,1193.47,416.32,0.0,810.11,35.73,1.12,16.02,802.4,907.61,0.979
2007,3,0.0,1.0,2.0,0.0,2.0,5.0,0.0,-4.406216216216217,82.6172,1897.9379,98.83397793,98.83396579,13017.0,14.58045556,39.1,103.208265,884.58,8884.0,1184.58,416.69,0.0,808.74,36.25,1.16,18.06,799.6,966.15,0.426
2008,3,0.0,0.0,2.0,1.0,2.0,5.0,0.0,37.70396226415095,82.478,1894.7393,98.66745462,98.66740064,13017.0,14.55588308,42.32,103.2197893,885.79,8881.77,1180.44,417.19,0.0,809.11,36.43,1.2,19.57,797.57,967.51,0.213
2009,3,1.0,1.0,2.0,0.0,2.0,3.0,0.0,26.17833333333333,82.3388,1891.5406,98.50093131,98.50083027,13017.0,14.53130983,45.97,103.248127,888.45,8880.57,1174.19,417.17,0.0,807.68,36.47,1.28,21.7,797.17,968.25,0.972
2010,3,0.0,0.0,2.0,1.0,3.0,4.0,0.0,51.692702702702704,82.1995,1888.342,98.33428837,98.33426512,13017.0,14.50673734,49.16,103.262585,891.38,8878.63,1166.65,417.17,0.0,806.21,36.61,1.31,26.24,796.88,968.66,0.89
2011,3,0.0,2.0,1.0,1.0,1.0,7.0,0.0,48.35958904109589,82.1565,1887.3536,98.28284798,98.28279479,13017.0,14.4991442,52.26,102.9143934,894.3,8845.42,1164.74,417.55,0.0,809.07,36.51,1.37,28.22,810.21,979.24,0.298
2012,3,0.0,1.0,2.0,0.0,2.0,3.0,0.0,45.38855072463768,82.1135,1886.3652,98.23140759,98.23132446,13017.0,14.49155105,56.79,102.8457736,896.69,8834.97,1159.11,418.01,0.0,807.97,36.5,1.45,30.99,813.87,982.56,0.351
2013,3,0.0,0.0,0.0,0.0,3.0,5.0,0.0,62.16571428571429,82.0705,1885.3768,98.1799672,98.17985413,13017.0,14.4839579,64.92,101.0961506,897.7,8675.56,1158.79,417.9,0.0,808.32,36.47,1.46,31.55,816.3,1129.92,0.336
2014,3,0.0,0.0,2.0,0.0,2.0,4.0,0.0,43.78388888888889,82.0274,1884.3884,98.12840718,98.12838379,13017.0,14.47636475,77.39,100.4766526,897.8,8609.53,1159.59,417.78,0.0,808.2,36.28,1.46,31.96,819.0,1179.9,0.611
2015,3,0.0,0.0,2.0,1.0,4.0,6.0,0.0,65.54837837837837,81.9844,1883.4,98.07696679,98.07691346,13017.0,14.46877161,82.14,100.0,898.01,8563.57,1159.49,417.76,0.0,808.06,36.28,1.46,31.96,819.68,1220.48,0.799
2016,3,0.0,0.0,1.0,0.0,2.0,2.0,0.0,99.03257142857144,81.9844,1883.4,98.07696679,98.07691346,13017.0,14.46877161,82.15,99.37973723,899.53,8509.94,1163.78,419.2,0.0,804.89,36.18,1.46,33.16,824.87,1263.74,1.336
2017,3,0.0,0.0,2.0,1.0,2.0,5.0,0.0,61.88607843137255,81.9844,1883.4,98.07696679,98.07691346,13017.0,14.46877161,82.68,98.75781073,900.47,8455.64,1163.04,419.39,0.0,805.39,36.32,1.46,33.55,828.58,1312.38,1.142
2018,3,0.0,1.0,2.0,0.0,1.0,0.0,0.0,48.19756756756757,81.9844,1883.4,98.07696679,98.07691346,13017.0,14.46877161,83.05,98.12447924,902.06,8400.52,1162.88,420.07,0.0,805.92,36.3,1.47,34.16,836.04,1356.44,0.911
2019,3,0.0,1.0,1.0,1.0,3.0,3.0,0.0,45.84351351351352,81.9844,1883.4,98.07696679,98.07691346,13017.0,14.46877161,83.08,97.75500196,905.99,8368.54,1161.59,420.44,0.0,802.16,36.0,1.47,34.69,854.17,1370.77,1.151
2020,3,0.0,0.0,1.0,0.0,1.0,5.0,0.0,86.83297297297298,81.9844,1883.4,98.07696679,98.07691346,13017.0,14.46877161,85.94,97.48150231,909.04,8342.04,1161.31,419.93,0.0,802.67,35.89,1.49,34.9,860.92,1384.78,0.934
1992,4,0.0,0.0,4.0,1.0,0.0,4.0,0.0,-7.2975,58129.1412,581336.12,100.0,100.0,835814.0,69.55328817,998.78,84.83648561,63033.68,122419.82,10471.2,652.62,0.0,148715.26,12777.9,179.99,451.75,470206.64,23882.62,0.435
1993,4,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-18.45117647058824,57845.98,577555.18,99.51287565,99.34961206,835814.0,69.10092198,1029.43,85.22373964,63205.03,122952.35,11094.9,647.91,0.0,149064.15,13049.2,176.69,451.87,467962.32,24155.1,0.525
1994,4,1.0,1.0,0.0,0.0,1.0,8.0,0.0,-14.96,57562.8187,573774.24,99.02575113,98.69922413,835814.0,68.64855578,1056.18,85.1335623,63205.38,122794.48,11094.7,647.91,0.0,149052.67,13048.9,173.73,451.7,467966.0,24297.77,0.623
1995,4,0.0,0.0,3.0,2.0,0.0,3.0,0.0,-8.19225806451613,57279.6575,569993.3,98.53862678,98.04883619,835814.0,68.19618958,1086.01,88.46667917,64063.85,127613.61,11412.5,648.88,0.0,148974.47,13181.9,168.75,448.51,463578.34,22612.64,0.808
1996,4,0.0,0.0,1.0,3.0,0.0,6.0,0.0,-7.121764705882353,56996.4963,566212.36,98.05150244,97.39844825,835814.0,67.74382339,1116.48,88.92926289,64419.37,128256.16,11708.0,648.42,0.0,148765.58,13234.7,165.56,449.39,461485.82,23540.39,0.53
1997,4,0.0,0.0,3.0,0.0,1.0,5.0,0.0,-4.366060606060605,56713.3351,562431.42,97.56437809,96.74806031,835814.0,67.29145719,1145.32,89.25288742,64868.08,128697.98,11942.7,646.56,0.0,148506.34,13290.1,162.81,446.49,459665.94,24416.61,0.738
1998,4,1.0,0.0,5.0,0.0,0.0,5.0,2.0,0.5096969696969698,56430.1738,558650.48,97.07725357,96.09767238,835814.0,66.83909099,1175.66,89.91455595,65439.3,129630.34,12233.7,643.19,0.0,148481.19,13263.8,160.43,445.23,456943.33,25373.53,1.267
1999,4,0.0,0.0,1.0,1.0,0.0,5.0,1.0,-3.2175757575757578,56147.0126,554869.54,96.59012922,95.44728444,835814.0,66.3867248,1207.2,91.1557972,66378.36,131404.48,12519.5,640.44,0.0,148091.8,13344.2,159.53,443.5,453109.18,26491.16,0.566
2000,4,0.0,1.0,4.0,1.0,0.0,5.0,0.0,-1.8011764705882352,55863.8514,551088.6,96.10300487,94.7968965,835814.0,65.9343586,1240.02,91.01607486,66726.55,131168.39,12594.8,640.84,0.0,147555.4,13371.1,158.58,437.23,452703.38,27193.03,0.538
2001,4,1.0,0.0,3.0,0.0,1.0,4.0,0.0,3.1085714285714285,55563.6296,547137.81,95.58653105,94.11729139,835814.0,65.4616709,1310.39,91.11837311,67034.34,131246.93,12664.6,640.53,0.0,147527.61,13359.9,154.19,382.32,451528.67,27940.41,0.802
