Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Brunei Darussalam,BN,BRN,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-0.548,-0.589,-0.707,-1.269,-0.829,0.086,-0.248,-0.316,0.504,0.232,0.869,1.431,0.756,1.538,1.758,2.206,1.182,0.686,0.056,1.14,-0.142,0.133,0.537,-0.427,,,
Brunei Darussalam,BN,BRN,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,5.985,6.201,6.805,6.511,5.992,5.35,5.576,5.779,5.746,5.764,5.027,7.266,7.509,7.032,6.994,5.873,7.092,7.458,8.034,6.749,7.275,7.276,7.169,8.574,,,
Brunei Darussalam,BN,BRN,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,2.041,2.102,1.987,1.105,1.283,2.109,1.931,1.877,2.555,2.374,2.947,3.725,3.038,3.97,4.173,4.649,4.839,4.919,4.828,4.489,2.808,2.669,3.274,3.427,3.42,3.116,3.221
Brunei Darussalam,BN,BRN,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-0.548,-0.589,-0.706,-1.268,-0.829,0.086,-0.248,-0.317,0.502,0.23,0.868,1.426,0.75,1.533,1.755,2.205,1.182,0.686,0.056,1.14,-0.143,0.132,0.537,-0.428,1.787,1.241,1.034
Brunei Darussalam,BN,BRN,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,2.571,2.669,2.649,2.311,2.058,1.966,2.123,2.147,2.005,2.1,2.038,2.26,2.252,2.404,2.385,2.415,3.619,4.174,4.703,3.299,2.911,2.492,2.708,3.82,1.633,1.875,2.187
Brunei Darussalam,BN,BRN,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,5.437,5.611,6.098,5.242,5.163,5.436,5.328,5.463,6.25,5.995,5.896,8.698,8.265,8.57,8.753,8.079,8.273,8.144,8.09,7.888,7.132,7.408,7.706,8.147,,,
Bulgaria,BG,BGR,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,23.092,29.998,26.58,21.008,13.786,11.704,11.138,10.095,10.355,10.604,9.501,8.259,6.761,3.825,3.921,9.354,11.925,8.88,7.786,9.474,10.278,8.866,10.0,7.958,,,
Bulgaria,BG,BGR,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,31.783,24.641,26.402,30.739,32.2,33.348,36.576,34.736,38.514,37.098,38.899,40.997,45.145,45.583,39.181,35.719,37.724,35.975,31.493,32.415,33.724,32.016,33.072,32.107,,,
Bulgaria,BG,BGR,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,28.08,36.501,31.77,29.021,26.041,18.455,18.691,17.076,18.938,20.743,21.401,21.826,26.23,25.853,19.122,23.801,28.257,25.611,23.927,26.619,27.112,25.818,28.497,26.7,24.353,21.93,26.12
Bulgaria,BG,BGR,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,23.089,29.993,26.575,21.005,13.782,11.701,11.134,10.093,10.354,10.603,9.5,8.258,6.761,3.826,3.921,9.353,11.925,8.88,7.786,9.474,10.279,8.866,10.001,7.959,4.475,4.613,5.249
Bulgaria,BG,BGR,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,5.021,6.566,5.257,8.067,12.333,6.81,7.604,7.026,8.666,10.223,11.977,13.627,19.579,22.102,15.343,14.55,16.444,16.831,16.236,17.252,16.988,17.132,18.651,18.896,19.878,17.317,20.871
Bulgaria,BG,BGR,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,54.875,54.639,52.982,51.748,45.986,45.052,47.714,44.831,48.869,47.702,48.401,49.256,51.906,49.408,43.102,45.073,49.649,44.855,39.279,41.889,44.002,40.881,43.072,40.066,,,
Cambodia,KH,KHM,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-1.217,-1.016,-1.268,-0.839,-1.135,-1.812,-1.984,-2.358,-2.545,-2.663,-2.807,-3.457,-3.113,-3.097,-2.552,-1.948,-2.67,-3.379,-3.861,-3.503,-3.38,-3.681,-3.392,-3.225,,,
Cambodia,KH,KHM,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,2.705,2.563,2.93,2.742,3.063,3.799,4.163,4.599,4.952,5.08,5.515,6.479,6.781,6.839,7.015,6.797,7.689,8.654,9.186,10.086,11.309,13.469,14.011,14.876,,,
Cambodia,KH,KHM,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,0.559,0.391,0.627,0.536,0.735,1.148,1.393,1.573,1.569,1.884,2.127,2.825,2.866,3.162,2.588,2.969,3.017,3.565,3.883,4.28,4.771,5.533,5.868,6.371,7.309,8.516,8.793
Cambodia,KH,KHM,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-1.215,-1.014,-1.266,-0.837,-1.133,-1.812,-1.983,-2.357,-2.545,-2.663,-2.807,-3.458,-3.114,-3.098,-2.553,-1.949,-2.67,-3.379,-3.862,-3.503,-3.38,-3.682,-3.392,-3.226,-4.54,-2.802,-4.048
Cambodia,KH,KHM,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,1.878,1.517,2.008,1.498,2.1,3.279,3.8,4.351,4.471,5.025,5.511,6.829,6.654,6.902,5.952,5.695,6.484,7.825,8.645,8.785,9.206,10.322,10.453,10.851,11.849,11.318,12.841
Cambodia,KH,KHM,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,1.488,1.547,1.662,1.903,1.928,1.986,2.179,2.241,2.406,2.416,2.707,3.022,3.669,3.742,4.463,4.849,5.02,5.275,5.324,6.583,7.929,9.788,10.619,11.651,,,
Canada,CA,CAN,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,42.714,49.239,45.825,50.86,54.841,64.997,64.229,62.821,45.467,29.823,12.942,-1.826,-0.402,-6.144,2.772,-31.371,-25.582,-20.493,-8.457,11.738,35.204,42.262,41.101,53.122,,,
Canada,CA,CAN,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,408.741,417.405,436.439,439.454,445.514,456.576,450.211,471.106,507.757,516.915,546.471,552.357,581.65,566.498,529.734,575.708,582.008,574.41,570.225,555.455,529.276,522.551,535.364,535.783,,,
Canada,CA,CAN,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,206.18,216.699,237.284,251.73,263.771,287.499,278.521,266.837,263.121,269.844,276.442,267.517,276.725,270.267,224.315,228.108,247.255,251.497,256.843,270.462,269.794,265.638,268.123,281.032,262.622,243.196,288.167
Canada,CA,CAN,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,42.715,49.24,45.826,50.861,54.842,64.998,64.23,62.821,45.467,29.824,12.943,-1.826,-0.402,-6.143,2.773,-31.37,-25.582,-20.493,-8.457,11.738,35.205,42.262,41.101,53.122,26.91,47.617,72.076
Canada,CA,CAN,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,163.928,167.651,192.126,201.973,209.969,222.914,214.501,204.488,217.63,239.831,263.159,268.761,276.285,275.597,220.633,258.501,272.082,271.352,264.616,258.232,233.966,223.001,226.985,228.356,235.712,195.579,216.091
Canada,CA,CAN,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,451.454,466.644,482.264,490.314,500.355,521.573,514.44,533.927,553.224,546.738,559.413,550.53,581.248,560.354,532.506,544.337,556.426,553.917,561.769,567.192,564.48,564.813,576.465,588.905,,,
Chile,CL,CHL,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,1.469,0.873,2.858,2.427,5.605,3.522,4.394,1.689,2.778,7.276,6.519,6.477,9.253,3.438,4.929,1.326,-0.072,-5.37,-3.608,-3.902,-1.887,0.735,-0.424,-0.823,,,
Chile,CL,CHL,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,39.882,46.184,53.06,56.579,55.881,53.934,50.996,53.736,54.413,58.157,61.716,64.179,69.47,77.458,70.048,79.933,88.932,93.016,96.013,88.024,88.701,89.947,92.165,95.625,,,
Chile,CL,CHL,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,15.543,16.711,20.683,22.013,24.441,23.959,24.265,24.332,25.404,36.073,40.624,44.002,49.066,48.934,39.531,45.073,48.873,44.003,43.402,41.723,36.901,36.429,36.76,39.676,36.279,33.582,30.94
Chile,CL,CHL,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,1.47,0.874,2.859,2.428,5.606,3.523,4.395,1.689,2.777,7.276,6.519,6.477,9.253,3.438,4.928,1.326,-0.072,-5.37,-3.608,-3.902,-1.887,0.735,-0.424,-0.824,-0.864999999999995,1.97,-4.107
Chile,CL,CHL,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,14.112,15.869,17.858,19.596,18.845,20.473,19.901,22.664,22.685,28.814,34.109,37.51,39.818,45.498,34.616,43.737,48.928,49.359,47.004,45.623,38.839,35.768,37.262,40.538,37.144,31.612,35.047
Chile,CL,CHL,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,41.351,47.056,55.919,59.006,61.486,57.456,55.39,55.425,57.191,65.433,68.235,70.656,78.723,80.895,74.977,81.259,88.86,87.646,92.405,84.122,86.814,90.682,91.741,94.801,,,
"China, P.R.: Hong Kong",HK,HKG,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-69.336,-69.2,-75.023,-57.668,-43.09,-50.281,-50.566,-45.454,-45.75,-48.511,-45.709,-50.062,-42.6,-36.585,-34.662,-43.434,-46.632,-62.447,-72.474,-63.049,-61.946,-73.592,-79.16,-70.142,,,
"China, P.R.: Hong Kong",HK,HKG,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,115.531,113.305,118.265,109.384,98.141,101.801,101.995,98.162,101.673,105.039,104.731,110.049,105.812,97.751,100.238,108.236,114.437,127.601,140.033,130.823,128.177,140.743,149.427,143.101,,,
"China, P.R.: Hong Kong",HK,HKG,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,50.891,55.535,52.896,51.73,52.109,58.355,55.976,57.976,61.951,65.249,70.065,77.654,71.265,73.446,70.154,78.336,84.039,80.459,80.328,71.771,74.576,75.442,71.582,68.89,72.103,67.391,72.036
"China, P.R.: Hong Kong",HK,HKG,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-69.334,-69.199,-75.021,-57.666,-43.089,-50.279,-50.563,-45.453,-45.749,-48.511,-45.708,-50.061,-42.599,-36.585,-34.662,-43.434,-46.632,-62.447,-72.474,-63.049,-61.946,-73.591,-79.16,-70.142,-69.797,-93.14,-112.953
"China, P.R.: Hong Kong",HK,HKG,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,119.582,123.96,127.137,108.455,94.375,107.832,105.617,102.492,107.058,113.044,115.13,127.113,113.355,109.59,104.48,121.522,130.488,142.739,152.671,134.745,136.425,149.094,150.718,138.948,141.9,160.531,184.989
"China, P.R.: Hong Kong",HK,HKG,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,46.195,44.105,43.242,51.716,55.051,51.52,51.429,52.708,55.923,56.527,59.022,59.987,63.212,61.165,65.575,64.802,67.804,65.154,67.559,67.773,66.231,67.151,70.267,72.96,,,
