Country,ISO2,ISO3,Indicator,Series,Variable,Model,Scenarios,Unit,Source,CTS Name,CTS Code,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
World,,WLD,Transition Pathways,Final energy,Heat,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.74389975,10.49436646,11.25842483,11.60114942,11.78228572,11.77220281,11.30147173
World,,WLD,Transition Pathways,Final energy,Heat,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.74389986,9.854013545,8.222890228,6.596307353,4.479213997,1.727658053,0.666833664
World,,WLD,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.828073758,11.03880883,15.05721949,17.7173716,19.19061059,20.30853697,22.35842478
World,,WLD,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.828073758,10.89691588,11.86309314,13.73591581,14.93700807,16.02339435,17.13441352
World,,WLD,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.828073758,10.89691588,11.86309314,14.73923456,16.7674196,18.72657655,20.11245706
World,,WLD,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.828073758,10.89691588,11.86309314,14.70577474,16.52753662,18.13047227,19.9866382
World,,WLD,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.828073758,11.03880883,11.43791873,11.43902459,10.68963111,9.634027395,8.68935444
World,,WLD,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.828073758,11.03880883,12.74921232,15.04566236,16.743455,17.86707699,19.17887728
World,,WLD,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,9.828073758,11.03880883,14.55498156,14.52332818,15.29020441,14.83739511,14.46573041
World,,WLD,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,14.2765265,15.5099715,14.9694716,14.1587376,12.6972758,11.6988694,11.4325482
World,,WLD,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,14.2765265,15.8489974,16.4608635,16.5062026,16.4871126,16.2987573,15.8520525
World,,WLD,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,14.2765265,15.8489974,16.4608635,15.1380636,12.6802534,11.3470154,11.4389486
World,,WLD,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,14.2765265,15.8489974,16.4608635,16.1718702,15.0754887,14.3901328,13.7664172
World,,WLD,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,14.2765265,14.6320217,13.8544089,12.7027718,11.6088422,11.056353,11.6395007
World,,WLD,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,14.2765265,15.7324533,15.8898882,15.5470636,15.2024464,14.7982786,14.1019319
World,,WLD,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,14.2765265,14.6901915,13.3483972,12.1435926,12.11137,13.2153361,15.5418803
World,,WLD,Transition Pathways,Primary energy,Hydro,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,14.71575723,15.17087029,15.50729526,15.87098131,16.26198921,16.68412308,17.13590806
World,,WLD,Transition Pathways,Primary energy,Hydro,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,14.71627885,15.19004951,15.53231197,15.89033503,16.26672785,16.68461456,17.12831716
World,,WLD,Transition Pathways,Primary energy,Hydro,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,14.71605113,15.18984568,15.53241384,15.86460008,16.27444042,16.68377973,17.09999746
World,,WLD,Transition Pathways,Primary energy,Hydro,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,14.71605017,15.18960229,15.53165274,15.86585154,16.26002212,16.71022961,17.16213399
World,,WLD,Transition Pathways,Primary energy,Hydro,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,14.71527854,15.1799494,15.54652216,15.90910241,16.29401955,16.67858429,17.15043169
World,,WLD,Transition Pathways,Primary energy,Hydro,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,14.71610005,15.18928177,15.51816423,15.87414815,16.24518038,16.66413482,17.11395402
World,,WLD,Transition Pathways,Primary energy,Hydro,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,14.71494886,15.16651774,15.49523705,15.85553153,16.22837026,16.63146065,17.09668035
World,,WLD,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.89584301,16.96102476,20.6038968,21.73245437,22.64458108,24.60011049,26.48514848
World,,WLD,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.89584301,16.96102476,17.23610688,19.27977454,20.19685161,20.41805346,20.64487998
World,,WLD,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.89584301,16.96102476,17.23610688,22.09559725,23.46996627,26.01222837,28.3482401
World,,WLD,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.89584301,16.96102476,17.23610688,21.03211437,22.20052786,23.21347747,24.12277833
World,,WLD,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.89584301,16.96102476,21.79109655,23.82696797,24.78146823,25.62333747,26.62971932
World,,WLD,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.89584301,16.96102476,17.20743669,21.2728987,22.37166078,23.12108241,24.02263883
World,,WLD,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.89584301,16.96102476,22.34939808,25.04151608,27.14095957,29.64920619,31.46859492
World,,WLD,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,17.2832996,19.0526792,20.0615614,20.7108359,21.0730407,21.212735,21.1929194
World,,WLD,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,17.2832996,19.0719897,20.1161399,20.8388589,21.3268573,21.6254096,21.7738948
World,,WLD,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,17.2832996,19.0719897,20.1161399,20.8473789,21.3276294,21.5671435,21.6115233
World,,WLD,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,17.2832996,19.0719897,20.1161399,20.8502756,21.3508537,21.6451161,21.7684595
World,,WLD,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,17.2832996,18.9640051,19.9506572,20.5925308,20.9424102,21.0720351,21.0589646
World,,WLD,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,17.2832996,19.0397024,20.01445,20.6223199,20.9515913,21.0636605,21.0313176
World,,WLD,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,17.2832996,19.1984292,20.5646973,21.5338266,22.0845294,22.3151762,22.3686795
World,,WLD,Transition Pathways,Final energy,Hydrogen,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.741968502,2.968197113,7.963730631,12.22453711,16.58594285,22.63234464
World,,WLD,Transition Pathways,Final energy,Hydrogen,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.687890522,2.868817052,5.641773755,7.655201976,9.464344289,11.38703895
World,,WLD,Transition Pathways,Final energy,Hydrogen,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.687943474,2.868853487,7.090756749,12.42581505,18.42116732,28.23314641
World,,WLD,Transition Pathways,Final energy,Hydrogen,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.687889154,2.868817295,6.672367258,10.46876749,14.78410781,19.25726068
World,,WLD,Transition Pathways,Final energy,Hydrogen,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.674499883,2.604448961,8.271153125,13.76471483,22.47193644,38.19838985
World,,WLD,Transition Pathways,Final energy,Hydrogen,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.688355,2.879804836,6.205325351,8.480808002,10.3901805,12.40475346
World,,WLD,Transition Pathways,Final energy,Hydrogen,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.760052221,3.071137156,9.97225869,16.3886047,30.51871434,42.92664323
World,,WLD,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.564556222,0.787598392,1.429811146,2.268926536,3.476113817,4.935788017
World,,WLD,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.563107797,0.837878315,1.492196355,2.224256734,3.094518981,3.798198169
World,,WLD,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.563107797,0.837878315,1.428473734,2.684622504,4.085243272,5.947103508
World,,WLD,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.563107797,0.837878315,1.427303581,1.967190597,2.546110192,3.428240444
World,,WLD,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.564556222,1.869548351,4.371409253,7.519278668,11.67202761,15.27881424
World,,WLD,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.564556222,0.936400804,1.54463753,2.048064994,2.86735884,3.754547377
World,,WLD,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.564556222,1.048803304,1.734498853,2.689755432,4.373072313,6.514389235
World,,WLD,Transition Pathways,Final energy,Hydrogen,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.4567216,2.3100698,4.8957591,7.5085101,10.6417589,16.0320028,22.9011552
World,,WLD,Transition Pathways,Final energy,Hydrogen,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.4567216,2.3842953,4.8608768,7.3375851,9.7357125,11.9836219,14.973235
World,,WLD,Transition Pathways,Final energy,Hydrogen,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.4567216,2.3842953,4.8608768,6.941769,9.977986,17.270805,26.0618373
World,,WLD,Transition Pathways,Final energy,Hydrogen,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.4567216,2.3842953,4.8608768,7.193886,9.6347288,12.0627423,17.4987306
World,,WLD,Transition Pathways,Final energy,Hydrogen,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.4567216,1.9055215,2.9691586,4.105714,5.8406157,8.178753,10.5009497
World,,WLD,Transition Pathways,Final energy,Hydrogen,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.4567216,2.3404877,4.9737146,7.7772269,11.1646186,14.1450402,18.7546189
World,,WLD,Transition Pathways,Final energy,Hydrogen,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.4567216,2.2003957,5.0727667,8.7631823,16.8311436,24.981919,30.623073
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,24.96428866,154.9095837,465.0603156,795.4077331,1014.777528,1145.807001
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,22.96810693,82.69864775,161.7043654,204.7042498,234.3626545,255.8931116
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,22.96432235,82.69700944,291.7388189,595.5843267,862.84177,1080.346822
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,22.96847103,82.69891282,239.3595087,422.9914867,592.1808427,724.901558
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,21.2767525,144.4010621,485.6436301,921.789486,1219.180924,1446.952666
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,22.25723864,86.98739124,198.1486164,275.9254981,333.6438057,386.43494
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,28.088234,201.290649,625.3423954,1094.281516,1353.100301,1506.019901
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,75.05084599,166.272768,379.9101714,435.8628818,470.1857139
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,101.7609666,340.8562371,392.3607147,457.4197547
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,52.42930648,164.2618519,202.6344665,302.1949959
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,360.4876935,533.5006456,965.3973163,1457.276082,1611.929102
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,24.25840472,24.25840472,39.10548189,52.40565593
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,797.4184765,1386.402391,1460.027584,1534.783348,1714.294747
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,17.5440843,111.263353,220.1906143,346.7824905
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,79.3048825,219.5145748,337.4634667
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,11.799407,89.2260555,177.2838927,274.654056,402.183604
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.9432108,22.0400703,44.4539688,72.8896807,90.0196877
World,,WLD,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,81.0897778,193.1469711,305.2157194,421.9650735,500.6422173
World,,WLD,Transition Pathways,Final energy,Liquids,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,141.2016071,145.8332507,139.5353318,132.8888093,125.2589548,115.0083429,96.76467204
World,,WLD,Transition Pathways,Final energy,Liquids,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,141.2016111,146.5895619,146.7824299,146.1717394,146.3212045,148.7719031,151.464596
World,,WLD,Transition Pathways,Final energy,Liquids,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,141.2033994,146.5926347,146.7850583,138.160994,129.3105699,114.6213463,85.08408977
World,,WLD,Transition Pathways,Final energy,Liquids,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,141.2016275,146.5895271,146.7824315,143.9275056,141.0729662,139.6120655,135.2852491
World,,WLD,Transition Pathways,Final energy,Liquids,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,141.2016134,140.8956331,127.6625837,118.6617692,105.1481777,72.98395091,49.23379578
World,,WLD,Transition Pathways,Final energy,Liquids,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,141.2016332,146.6560142,145.9410006,144.4141365,143.2103418,144.289046,144.8045502
World,,WLD,Transition Pathways,Final energy,Liquids,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,141.2016275,145.0218719,133.7120124,119.7915131,98.48580546,57.67336965,37.46400078
World,,WLD,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,170.0461095,184.2466214,203.5862329,200.6938274,191.8286509,170.1139189,147.115125
World,,WLD,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,170.0461095,186.5399722,196.5348284,233.5255059,242.7113094,247.6776316,249.5058131
World,,WLD,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,170.0461095,186.5399722,196.5348284,210.3451754,192.5038466,166.3304721,143.005626
World,,WLD,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,170.0461095,186.5399722,196.5348284,223.6838462,216.8411996,201.557001,182.6644194
World,,WLD,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,170.0461095,184.2466214,170.4762295,148.9897394,126.7885614,105.7369979,85.41360386
World,,WLD,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,170.0461095,184.2466214,192.3815368,224.6415693,224.6074242,216.3621252,209.5991083
World,,WLD,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,170.0461095,184.2466214,171.0841883,148.6987066,126.1952988,104.7352544,87.16911201
