Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Argentina,AR,ARG,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Textiles, textile products, leather and footwear",Units,1.845,1.989,2.574,2.294,1.972,2.32,2.381,2.046,2.341,2.471,2.658,2.785,2.709,2.611,2.504,2.686,2.623,2.589,2.618,2.55,2.51,2.342,2.243,2.352
Argentina,AR,ARG,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Warehousing and support activities for transportation,Units,0.073,0.072,0.074,0.218,0.305,0.375,0.427,0.594,0.735,0.909,0.825,0.851,0.936,0.966,0.825,0.892,0.909,0.867,0.957,0.956,0.934,0.91,0.931,0.968
Argentina,AR,ARG,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Water supply; sewerage, waste management and remediation activities",Units,0.077,0.082,0.089,0.105,0.104,0.113,0.11,0.153,0.174,0.233,0.212,0.221,0.255,0.258,0.271,0.27,0.268,0.28,0.305,0.285,0.298,0.295,0.313,0.304
Argentina,AR,ARG,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Water transport,Units,1.296,1.513,1.762,2.007,1.77,1.386,1.546,0.936,1.069,1.341,1.314,1.452,1.484,1.357,1.358,2.262,2.593,2.653,2.793,2.787,2.648,2.255,2.074,1.941
Argentina,AR,ARG,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Wholesale and retail trade; repair of motor vehicles,Units,1.266,1.34,1.418,1.417,1.395,1.45,1.309,1.787,2.048,2.84,2.46,2.546,2.869,2.953,2.62,2.896,2.962,2.923,3.042,2.918,3.324,3.063,3.074,3.014
Argentina,AR,ARG,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Wood and products of wood and cork,Units,0.144,0.156,0.191,0.18,0.163,0.179,0.148,0.183,0.198,0.229,0.181,0.188,0.182,0.195,0.18,0.191,0.183,0.175,0.172,0.145,0.148,0.132,0.129,0.116
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Accomodation and food services,Units,16.84072277,15.80822027,15.14292881,15.59361212,17.17639669,17.90221283,18.04905217,46.78502879,38.96709238,33.97052908,31.70422398,27.18331439,24.05079774,18.07600218,18.40582246,15.73342935,12.62036958,11.71385871,11.30362493,11.96199392,10.13733216,9.768930931,9.426410802,11.95149915
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Administrative and support services,Units,30.22997033,30.83599817,29.65734734,27.53999036,27.1926062,27.27236051,26.13336501,75.79375792,66.48378248,89.23505442,69.04728693,60.50589111,54.04029819,43.21858399,45.23447054,37.61717137,30.34955547,27.92533119,27.44246067,29.08297071,26.33661408,28.98039691,25.56462774,31.99193669
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Agriculture, hunting, forestry",Units,242.9068158,246.6002373,230.0512686,216.6427919,230.3988041,227.0193268,224.4853554,577.0299132,510.8624221,490.6928962,480.8702709,497.8527464,396.076014,314.8171489,402.8635885,269.6937609,228.3296908,230.2419171,234.3215995,211.8780096,240.1184358,236.7347777,231.4007604,237.139015
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Air transport,Units,1190.751445,1447.292792,1346.461736,1464.460447,1530.498206,1465.087647,1479.695902,3233.64486,2671.50838,2284.132512,2140.307181,1771.948998,1527.985186,1347.061136,1502.24088,1331.225226,1127.50993,1070.329069,1037.741734,1085.947712,1027.144875,1207.041957,1049.408162,1220.417475
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Arts, entertainment and recreation",Units,27.0020344,26.90520284,26.27992992,27.17191746,27.50275028,27.02067669,26.01048677,64.34882828,52.24270468,44.73072106,40.85362576,35.47054598,31.27708482,24.06345623,24.1403674,20.81820382,16.83897243,15.32149606,15.12810085,15.98198395,13.67457617,13.78017859,12.85387838,16.30434783
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Basic metals,Units,371.8282398,423.7134495,411.6180325,447.8808796,458.0196588,501.6733772,456.1899986,1104.560322,937.9957908,838.1955315,809.5899113,738.8719792,658.9191774,510.8406404,580.4150808,521.2869078,477.2868091,441.8017172,478.8399369,507.4510437,528.7055391,582.3302911,508.9761604,559.6303873
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Chemicals and pharmaceutical products,Units,88.04726189,85.39293646,75.432038,84.70502644,90.28858986,91.09865673,126.6469952,225.1257306,170.58808,118.9107062,123.0301495,120.5414304,93.06449875,79.2917938,87.98444249,68.90704118,61.41481538,57.63461966,53.20579225,53.00735612,50.74543446,54.46528918,54.68815413,58.4531207
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Coke and refined petroleum products,Units,347.4235556,265.4693186,326.086193,312.4631529,307.701442,306.5338156,361.9362537,835.0719327,698.838324,492.2095918,451.3319856,422.8802727,422.6871527,365.0404272,439.1989488,336.7333689,269.5978729,253.6587798,244.6590235,227.1826333,241.7488587,296.9226567,283.0681201,308.0634632
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Computer, electronic and optical products",Units,5.276209571,5.48245614,5.090707146,5.026273703,4.400547624,3.898635478,3.082614057,7.171029043,4.643819077,2.968900764,2.60213375,2.20640962,1.888663299,1.652824263,1.945998541,1.633300667,1.329592746,1.262612978,1.329050836,1.421565143,2.456021859,3.022452504,2.650937769,3.421280364
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Construction,Units,11.37053081,12.26389006,16.56011134,12.86022406,12.30602287,13.12742221,11.60921962,33.34935127,30.39672582,31.69127565,23.8056064,19.88310392,17.54281044,14.28469772,15.16583878,12.78723712,9.86177887,8.840446722,8.56347296,9.014643832,8.627395772,10.45685556,8.420904209,10.32345136
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Education,Units,17.25414941,16.24584851,15.57504714,16.19598602,17.83308842,18.54508822,18.6579116,47.40821185,40.24767802,40.62658698,35.30958356,30.62530338,26.96458743,20.42163456,20.71259092,18.21019771,14.71311011,13.47306202,13.11141339,14.02007084,11.87053568,11.5687993,10.84826919,13.63845857
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Electrical equipment,Units,2.536139995,2.794969056,3.336670003,2.92847207,2.741872307,3.51356627,3.292723082,10.53236308,8.928571429,8.919015341,7.40114189,6.079520123,5.245132825,4.272408784,5.371723249,3.983575412,3.223087222,3.110984367,3.151362358,2.978258711,3.904809424,4.611349684,4.134737306,4.944070206
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Electricity, gas, steam and air conditioning supply",Units,1888.963157,2087.439013,1793.38219,1959.111002,2547.886068,2413.757623,2276.264016,4659.554944,4281.384818,4331.994188,4414.462672,4178.749112,3283.532197,3066.597262,3064.782436,2753.48824,2783.052494,2894.484546,2960.902035,3521.461187,3372.884882,2916.595989,2156.278365,1700.617954
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fabricated metal products,Units,2.339181287,2.549632853,4.261296381,2.960792869,3.334889615,4.487211447,4.555649005,18.34189288,16.47081182,19.23709722,14.33980865,13.47785645,12.05228839,9.890955271,13.41732799,11.39369811,9.325458502,9.083790133,8.742455682,8.474368107,10.34478964,12.58626541,10.49583328,12.5304154
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Financial and insurance activities,Units,17.47298781,16.50549125,15.84983266,16.68423469,18.26774705,18.96590964,19.19581182,51.92828146,43.90231079,42.01592404,36.42411797,31.00262814,27.69277459,21.61379613,21.54471971,18.80712888,15.28421098,13.8424541,13.55305111,14.30817279,12.34028819,11.77829429,11.11552396,13.86011412
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fishing and aquaculture,Units,87.55525332,97.96836104,98.41932598,94.96466431,87.43599842,84.79233729,82.77460475,304.2557289,251.3841089,260.6720077,202.9708584,185.9375,171.9838335,144.1721944,152.7663088,119.0643934,96.31770023,88.48294563,84.44921383,83.86364758,79.67422096,91.85766521,78.73379901,100.1818369
Argentina,AR,ARG,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Food products, beverages and tobacco",Units,44.16953779,44.23943933,41.69814557,46.97305761,52.67226936,54.16976524,56.5840495,135.353583,107.2701237,88.91204205,91.234342,96.56770918,71.39639734,56.73730986,67.43032142,51.6595361,44.03839686,39.2982397,37.73950858,41.67896292,42.36310614,48.03423482,45.61840278,53.79766743
